refund_id,payment_id,created_at,amount_paise,type,settlement_id,status
rfnd_osg13o84xjsh5k,pay_y6dc664enh7pt5,2026-02-14,30100,refund,setl_1ccachqdm6zqy6,processed
rfnd_wq97x7064x2axo,pay_0dy2p1xatu5asr,2026-02-16,66066,refund,setl_g9ndkzngcavtd0,processed
rfnd_wps7ptl4nv0oil,pay_o8nqy9dez2f31p,2026-02-23,134400,refund,setl_qaq1263rljezt9,processed
rfnd_6x3v5995ph0f0y,pay_9rhi34ldv82lx3,2026-02-26,46900,chargeback,setl_f0i6ke7rbhmjkt,processed
rfnd_gz83u0fsr7ouoh,pay_dg4gt2cwp6qhd7,2026-02-06,580400,refund,setl_lqv1guqfhvhipf,processed
rfnd_zsh41j5bpbe5li,pay_a9e09z3dgr3bre,2026-02-05,30500,refund,setl_7jt987yfjvvmv9,processed
rfnd_3x04gchzanki1o,pay_fn8u4klab0ozxz,2026-03-21,252938,refund,setl_qvbmospozcd7tt,processed
rfnd_jyh6s3nj2gnfc5,pay_7len4q00yjl9tn,2026-03-26,51000,refund,setl_sygqy59d41nov2,processed
rfnd_xx0yerh5sqxxo0,pay_qjdgq28yi4xw1r,2026-03-04,137200,refund,setl_ebfh7a0fzwc2ju,processed
rfnd_ammnh9u2ii136p,pay_4jjgbd7vhrtbxf,2026-03-18,98355,refund,setl_dhvhrkoxibpgpa,processed
rfnd_nb93kfbicq46qg,pay_1lz92f3e1hklhg,2026-03-13,119300,refund,setl_58rfwsehgtslk1,processed
rfnd_cajykbglqcgnfy,pay_xtlfdbbvu79e2n,2026-03-25,61400,refund,setl_1zlgzogrw61dzk,processed
rfnd_p1f7vaagmgoe0p,pay_9h87fgjbeyekcn,2026-01-29,69010,refund,setl_qrtnq0w5cdj1fz,processed
rfnd_5f6wyocj8onqkz,pay_dbw2arruzdowzg,2026-02-17,117500,refund,setl_rek0ik6hmx1wvj,processed
rfnd_4j6zaawyzrk0bo,pay_og1zln8pn4rj7d,2026-02-23,30500,refund,setl_qaq1263rljezt9,processed
rfnd_0qt989amgg7e42,pay_ulgaux2lzakrnc,2026-01-22,83600,refund,setl_mcjrqus21u72yb,processed
rfnd_w1jnvzd8uprslp,pay_4b1g4mevgk8nda,2026-02-22,258700,refund,setl_p1cw1lfocopqsx,processed
rfnd_dzhm5upg6sd9iu,pay_8iqfax2aefojb1,2026-01-25,82700,chargeback,setl_9ayrzw9gzo8u0a,processed
rfnd_glbhuok8ydze8u,pay_c7gjtqdn5gqr9c,2026-02-21,134800,refund,setl_p1cw1lfocopqsx,processed
rfnd_htvyustnpwc4il,pay_uf8evnqbchtdrj,2026-01-17,33200,refund,setl_lsdr1p4ascpfyv,processed
rfnd_x4ukf61edqsm4a,pay_xcr80luxj9zigt,2026-01-19,41500,refund,setl_74jp1l7v8u544b,processed
rfnd_7hyyjwfgjse352,pay_xj8mn15wsg9rkx,2026-03-01,60700,chargeback,setl_6ukblvz2l8aqqk,processed
rfnd_2fp3c1q6rpqael,pay_gjtp4a8rsoa4n2,2026-02-28,136600,refund,setl_6ukblvz2l8aqqk,processed
rfnd_1sxnpqd2btdzxn,pay_g0grx2uywqjcdn,2026-03-17,128700,refund,setl_wagj3q30f1bxtw,processed
rfnd_xfxxh8ko4z03a7,pay_pfdylt66c99cjk,2026-03-04,35800,refund,setl_ebfh7a0fzwc2ju,processed
rfnd_g37x00x8l0nbz0,pay_1xswes7wuuycjg,2026-03-28,149200,refund,setl_ow0twtoerpe7vu,processed
rfnd_fu92dpfq1svkwz,pay_8gujaucmkyow3g,2026-03-22,59500,refund,setl_qvbmospozcd7tt,processed
rfnd_3ko6e292c6e4z0,pay_sd4rxkarq4u1kl,2026-01-15,60800,refund,setl_77w2jaqyt9q8fx,processed
rfnd_os2bgojpqsngxv,pay_5u2df5bhui21et,2026-01-20,135600,refund,setl_5qh0t9lmyks1a1,processed
rfnd_vpl34px992pdzk,pay_a1es2wixkw0w38,2026-02-20,438300,refund,setl_p1cw1lfocopqsx,processed
rfnd_dfzxj9adbug6n9,pay_jh4s166fryi9fo,2026-01-25,166300,refund,setl_9ayrzw9gzo8u0a,processed
rfnd_60uhy8kji7p2dq,pay_lou9g8tlsisbd1,2026-01-15,92056,refund,setl_77w2jaqyt9q8fx,processed
rfnd_kba3aphjixi85w,pay_xldfoacinb7rlp,2026-03-01,175536,refund,setl_6ukblvz2l8aqqk,processed
rfnd_iljdk8wdkacv85,pay_aor2d6w7ac0ia3,2026-01-12,111700,refund,setl_m3uyskj10mky0x,processed
rfnd_ndt9jb4p00f24g,pay_d3occ2g4xky65z,2026-03-01,60900,refund,setl_6ukblvz2l8aqqk,processed
rfnd_b2w7sc5jy7dttj,pay_w8pgfkw8esy4li,2026-02-12,110200,refund,setl_9ssvpb9jjfdl4c,processed
rfnd_v7y0t70gkireb3,pay_svnzsu94msp2q6,2026-02-04,21063,refund,setl_0hhtjhdiwzcf0n,processed
rfnd_zmi4ilx5o7s3wr,pay_ipw2p5d9cb5qy6,2026-02-03,426200,refund,setl_pz2onwk6evwj2o,processed
rfnd_uxxeiah7zqst0s,pay_uw5oz3qh8y9mby,2026-02-10,69700,refund,setl_vwl76fog1dd96l,processed
rfnd_r8kk1fu1xh2bcv,pay_ewp0j5fso0czgk,2026-01-21,108300,refund,setl_ovyj2fotbsflcg,processed
rfnd_48j0s706xs0a1u,,2026-03-23,67500,chargeback,setl_a23u7r1nf00jzp,processed
rfnd_ucajwcutccmdst,pay_o64agoqtx3tlih,2026-02-07,56200,refund,setl_lqv1guqfhvhipf,processed
rfnd_e8zgjokzrn1b53,pay_xvbnmi2njloodg,2026-01-27,67500,refund,setl_1qrq836c1gk53i,processed
rfnd_shzb73k0vpq8rz,pay_l7uxues3sxqvct,2026-03-19,309500,refund,setl_pda4jnpynovbu4,processed
rfnd_hov108rtyja5w2,pay_9q1u6hiu0xl6v1,2026-03-12,21252,refund,setl_jvumun9mdld03w,processed
rfnd_9ukpqo3718rz4y,pay_m9pfjnqdwo9sch,2026-03-28,56100,refund,setl_ow0twtoerpe7vu,processed
rfnd_ntqv6t3s7jwmfb,pay_ngwxn5dateh95n,2026-03-11,73800,refund,setl_b22xdffp5gilvj,processed
rfnd_fye4tepf8nttwz,pay_c6rwegcy143n0a,2026-01-21,262031,refund,setl_ovyj2fotbsflcg,processed
rfnd_oe6hixbsa5zjfb,pay_w6z20h8td3h8s7,2026-03-02,38400,refund,setl_ghish9clfjybg7,processed
rfnd_l4sxhliz5wfa6v,pay_jfadex7l9j98j6,2026-03-11,753100,refund,setl_b22xdffp5gilvj,processed
rfnd_0sxp3xhihqamr7,pay_ydl8c9f11y6hz9,2026-01-17,144900,refund,setl_lsdr1p4ascpfyv,processed
rfnd_mqf2lpzllo08m2,pay_6luyjklfsd025y,2026-03-13,110800,refund,setl_58rfwsehgtslk1,processed
rfnd_dt5ydnunrxamm2,pay_y0oocuvc4zayei,2026-01-26,33800,refund,setl_q2gssh4lb04rrn,processed
rfnd_spdyixgtapuedw,pay_cpg74bblw1l0c4,2026-03-13,100000,refund,setl_58rfwsehgtslk1,processed
rfnd_vdra1dqck1d838,pay_tmy8z4jv00nxxj,2026-01-21,789800,refund,setl_ovyj2fotbsflcg,processed
rfnd_hc7h1as35r7izb,pay_u71gchjdk0a59p,2026-02-10,13692,refund,setl_vwl76fog1dd96l,processed
rfnd_hk22cpn2bltckw,pay_59jxlq4y3dslp9,2026-01-30,42900,refund,setl_wtdawru6vzsqao,processed
rfnd_3pugrketcev3kl,pay_1t8t41mqotg0i2,2026-02-12,62100,refund,setl_9ssvpb9jjfdl4c,processed
rfnd_nofnexwahn8okf,pay_g111t4t22bj3qz,2026-02-25,278900,refund,setl_3ajs8evqkc8r4g,processed
rfnd_vkjn314983ij5u,pay_1c50s6pdue1660,2026-02-04,337500,refund,setl_0hhtjhdiwzcf0n,processed
rfnd_b2d7lmn5r788c6,pay_t733k3erl4v31z,2026-02-17,65500,refund,setl_rek0ik6hmx1wvj,processed
rfnd_6denl2mlbu41g0,pay_n5v2bxw0srsja0,2026-02-12,95300,refund,setl_9ssvpb9jjfdl4c,processed
rfnd_xc5mm0t9wcxqlo,pay_q56jfjblweqboh,2026-01-13,149400,refund,setl_y2rxrt4vhx921w,processed
rfnd_y1aj2lq1i1q4un,pay_zjyhabvrvlzf38,2026-02-05,32000,refund,setl_7jt987yfjvvmv9,processed
rfnd_8uw2stija4p4wi,pay_h2je5gcp9cl5hd,2026-02-07,301200,refund,setl_lqv1guqfhvhipf,processed
rfnd_1e082nsmt4h6wm,pay_jqt0gu7auxnlnu,2026-02-19,89100,refund,setl_69g0u5yie4y6v7,processed
rfnd_djb6mw2antz3ib,pay_k588yz8dlrx1mr,2026-03-04,37700,refund,setl_ebfh7a0fzwc2ju,processed
rfnd_dyln84bw9emfv4,pay_shfpq89wwyt5tc,2026-01-26,59200,refund,setl_q2gssh4lb04rrn,processed
rfnd_khhznzqn11446o,pay_d4w61o4fkspj1w,2026-03-14,30100,refund,setl_58rfwsehgtslk1,processed
rfnd_lugablawxsg6yg,pay_ez6lv5uxz4uqgy,2026-03-20,38300,refund,setl_qvbmospozcd7tt,processed
rfnd_e3yiaamygjsb74,pay_tqm7uxnnh98hum,2026-01-27,193700,refund,setl_1qrq836c1gk53i,processed
rfnd_vxudg5z1nq0gpv,pay_m55glnzf862re5,2026-01-16,58400,refund,setl_lsdr1p4ascpfyv,processed
rfnd_dp8d4xzde15h9q,pay_vt2sdzobny7gly,2026-03-29,98200,refund,setl_ow0twtoerpe7vu,processed
rfnd_738fpko5lpne0u,pay_fvfrtw6sx62vhj,2026-01-15,29900,refund,setl_77w2jaqyt9q8fx,processed
rfnd_us3q1yq59k2q29,,2026-01-15,44600,chargeback,setl_77w2jaqyt9q8fx,processed
rfnd_hwbdrxgw3r6763,pay_a8pi74zmdtfbue,2026-03-05,177600,refund,setl_gp497c84ae5o2v,processed
rfnd_dnhdhxizk2lrey,,2026-01-20,38000,chargeback,setl_5qh0t9lmyks1a1,processed
rfnd_oi1l98d0mkrhcr,pay_7ndrb6to7hln7k,2026-03-27,52800,refund,setl_ow0twtoerpe7vu,processed
rfnd_lktjbva3hgllgk,pay_7yhmole6c2y8z9,2026-03-22,610600,chargeback,setl_qvbmospozcd7tt,processed
rfnd_5ey7ejfx0h3ezj,pay_gmhaqpvv324lrr,2026-02-11,225100,refund,setl_np21gb4w1kh69z,processed
rfnd_8m0taxhrutmfky,pay_5if38bbxiubos9,2026-01-30,107400,chargeback,setl_wtdawru6vzsqao,processed
rfnd_v095cuvaviuwbx,pay_op66rol5auhqnz,2026-02-26,266772,refund,setl_f0i6ke7rbhmjkt,processed
rfnd_4twqzauyk8jxbj,pay_p2jb0sqw3w99yr,2026-02-07,147100,refund,setl_lqv1guqfhvhipf,processed
rfnd_egi0htbb9fqfo4,pay_f5za8qqx9eb3qi,2026-01-17,135800,refund,setl_lsdr1p4ascpfyv,processed
rfnd_kbpiw8sav4xjrw,pay_g59ie0ksowueej,2026-02-28,272500,refund,setl_6ukblvz2l8aqqk,processed
rfnd_zpow6anykv60lj,pay_nxscls1glpaatp,2026-01-25,56800,refund,setl_9ayrzw9gzo8u0a,processed
rfnd_320tzryxecmo9w,pay_xc78srloa33lw4,2026-03-06,31360,refund,setl_t09hpfje1ebpw5,processed
rfnd_x2luaijop29b91,pay_ux29km242hg874,2026-02-27,81000,chargeback,setl_6ukblvz2l8aqqk,processed
rfnd_j3k4i8kk16bse1,pay_hrpj2purelwugl,2026-03-03,76551,refund,setl_ibhjr0pf1ix7hg,processed
rfnd_boyrc98572yayl,pay_c854odrf12kc8w,2026-03-25,99000,chargeback,setl_1zlgzogrw61dzk,processed
rfnd_70246qu9q63qo5,pay_d92bhiihz0km8b,2026-01-17,87300,chargeback,setl_lsdr1p4ascpfyv,processed
rfnd_q1opovrc24apsl,pay_4p91jz0lmm29z3,2026-02-07,97700,refund,setl_lqv1guqfhvhipf,processed
rfnd_tufrpmn6t37aaj,pay_frixwbyyqyc2ug,2026-03-10,221000,refund,setl_5uccniyrcaq04u,processed
rfnd_h5rg2xft4n2age,pay_kl92ybstmx56u5,2026-03-27,103400,refund,setl_ow0twtoerpe7vu,processed
rfnd_idehfkqh5wcp94,pay_rz123nk641f4ps,2026-02-07,52500,refund,setl_lqv1guqfhvhipf,processed
rfnd_f9o2hrnal376b4,,2026-02-11,71800,refund,setl_np21gb4w1kh69z,processed
rfnd_aplxg8bvqglb1p,pay_386z94lyw67bae,2026-02-15,461400,refund,setl_1ccachqdm6zqy6,processed
rfnd_bs31wozof5zkic,pay_kn9f3bkiyvigm9,2026-02-01,174600,refund,setl_wtdawru6vzsqao,processed
rfnd_s5yl3z3hui70zs,pay_v95pa8zrwxo8sk,2026-02-17,462200,refund,setl_rek0ik6hmx1wvj,processed
rfnd_2gazqshwtsojux,pay_po3u5lwot0lkw1,2026-03-18,82364,refund,setl_dhvhrkoxibpgpa,processed
rfnd_6rqqhpejs10r30,pay_nof9thnvv1k7iq,2026-02-18,44100,refund,setl_mfvj716zca4hwl,processed
rfnd_r8i6sxx0e0xzhb,pay_ixbpwilwx2y62p,2026-03-18,58400,refund,setl_dhvhrkoxibpgpa,processed
rfnd_93mfsj62a1ob7m,pay_4agnw1x8sirv00,2026-03-17,167600,refund,setl_wagj3q30f1bxtw,processed
rfnd_qtpv18xpigqm1b,pay_mo9wtj67re7eiv,2026-02-25,143700,refund,setl_3ajs8evqkc8r4g,processed
rfnd_2rzg0eqz3yzvvk,pay_ugd6ox1jvuum7h,2026-02-18,66000,chargeback,setl_mfvj716zca4hwl,processed
rfnd_7892ptpd6bruzj,pay_a4pt3ws8bkjj8r,2026-03-22,64400,chargeback,setl_qvbmospozcd7tt,processed
rfnd_6ak7byys1z0xr4,pay_4vzaubhhbayf3c,2026-01-17,76300,refund,setl_lsdr1p4ascpfyv,processed
rfnd_yjwfk689eir5ox,pay_ikhggkl55mro7o,2026-02-12,154700,refund,setl_9ssvpb9jjfdl4c,processed
rfnd_qm6a7847yanipf,pay_hu44n3mns300pa,2026-01-14,143904,refund,setl_l9q54nop0e2y0e,processed
rfnd_sybqnk8jpz0atd,,2026-02-01,292522,refund,setl_wtdawru6vzsqao,processed
rfnd_5qju4wc1qwgn5u,pay_yamm0wpgh6igsx,2026-01-22,663300,refund,setl_mcjrqus21u72yb,processed
rfnd_lyvq3did212qwt,pay_x1evegxasafcft,2026-01-14,126200,refund,setl_l9q54nop0e2y0e,processed
rfnd_lnqe6xul294a36,pay_qmlf3iixxptnyt,2026-01-10,44457,refund,setl_wczngzgpdx2vlj,processed
rfnd_05615a452ivsul,pay_gwmqawc1f0ody7,2026-03-09,25056,refund,setl_dlxg7wuq8atouk,processed
rfnd_n2qvy00o8gcu2e,pay_1fapbbawxywnig,2026-01-07,134200,refund,setl_rm81cb3fx2d1f8,processed
rfnd_2zo8n21l5y9g4q,pay_k3qtkm93fkzgs1,2026-02-18,233800,refund,setl_mfvj716zca4hwl,processed
rfnd_djx73zprexlci0,,2026-03-21,354300,refund,setl_qvbmospozcd7tt,processed
rfnd_us7fy4au0u1f5e,pay_tjha34om9m06kh,2026-02-12,331600,refund,setl_9ssvpb9jjfdl4c,processed
rfnd_xh13cykrfs707r,pay_n4apcpjce9zw2j,2026-02-20,134500,refund,setl_p1cw1lfocopqsx,processed
rfnd_0jm0v6l6lb4lji,pay_qbrjw7iq1u7m3w,2026-03-24,46600,refund,setl_v7475r71o0yc13,processed
rfnd_7kjzpgr4i3qe9g,pay_lzpy53meeiz0lq,2026-02-22,24192,refund,setl_p1cw1lfocopqsx,processed
rfnd_aviok5zvdc2mdx,pay_g7k5t6gtlaqjwn,2026-02-17,114500,refund,setl_rek0ik6hmx1wvj,processed
rfnd_at8whrfqrxzp5g,pay_fwndoxzrz7vjk3,2026-01-17,101400,refund,setl_lsdr1p4ascpfyv,processed
rfnd_xxvnl9gsr5lt03,pay_pwhyk1x3vbptn8,2026-03-18,102300,refund,setl_dhvhrkoxibpgpa,processed
rfnd_7788gp7liqencr,pay_snr7v8ou9yqek6,2026-03-28,234300,refund,setl_ow0twtoerpe7vu,processed
rfnd_b3yyikgwm417lf,pay_56tdfjq5gk1oz0,2026-03-02,51092,refund,setl_ghish9clfjybg7,processed
rfnd_0kgbpwzgav8r0h,pay_gi3dq7xy9qx2tf,2026-01-16,120100,refund,setl_lsdr1p4ascpfyv,processed
rfnd_qmfruue1usq1kh,pay_ebag2z8l47jdmx,2026-01-15,149200,refund,setl_77w2jaqyt9q8fx,processed
rfnd_44sjl0sp1ufs8b,pay_hn8y8kxxpd4nbv,2026-01-06,28110,refund,setl_eg6abr92l84xwe,processed
rfnd_1yj9bclea5ien5,pay_svm7i8cjokusza,2026-03-05,111700,refund,setl_gp497c84ae5o2v,processed
rfnd_eckh8inxz8kcud,pay_llbwyojhjjmc7z,2026-02-08,429800,chargeback,setl_lqv1guqfhvhipf,processed
rfnd_dbctlxqzb8syto,pay_x7ixquxx3ny481,2026-03-16,201300,refund,setl_0j8yan61kfvae6,processed
rfnd_ldvjlnxwknv02x,pay_anj7ullwwm75n1,2026-02-11,53136,refund,setl_np21gb4w1kh69z,processed
rfnd_6ipyrzvcirtv2t,pay_rzxetz89d2vz0g,2026-02-24,51622,refund,setl_aqe5h2v231o0s0,processed
rfnd_f549tfl2k0055j,pay_js2x3l0f1lxtgf,2026-02-15,25944,refund,setl_1ccachqdm6zqy6,processed
rfnd_dg8pc8c6bj7490,pay_2gx1i1b8dukn2u,2026-03-06,106600,refund,setl_t09hpfje1ebpw5,processed
